subject,identifier,type,creator,title,volume,edition,publisher,year,format,ISBN,ISSN,ISMN,EAN/UPC,binding/price,language,country,date of publication,description,collective title,links,relation,rights,subject headings,connected titles,uniform title,frequency,wv number
004 Informatik,"URN:urn:nbn:de:bvb:91-diss-20240124-1721277-1-4, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss-20240124-1721277-1-4, URL:http://d-nb.info/1324630574/34, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss-20240124-1721277-1-4, IDN:1324630574",Online-Ressource,"Bandle, Maximilian [Verfasser] ; Giceva Makreshanska, Jana [Akademischer Betreuer] ; Neumann, Thomas [Gutachter] ; Giceva Makreshanska, Jana [Gutachter] ; István, Zsolt [Gutachter]","Efficient Data Processing on Modern Hardware / Maximilian Bandle ; Gutachter: Thomas Neumann, Jana Giceva Makreshanska, Zsolt István ; Betreuer: Jana Giceva Makreshanska",,,München : Universitätsbibliothek der TU München,2024,Online-Ressource,,,,,,eng,XA-DE-BY,,,,,,lizenzfrei,,,,,"24,O04"
004 Informatik,"URN:urn:nbn:de:bsz:291--ds-437400, URL:http://nbn-resolving.de/urn:nbn:de:bsz:291--ds-437400, URL:http://d-nb.info/1352015013/34, URL:https://publikationen.sulb.uni-saarland.de/handle/20.500.11880/39226, IDN:1352015013",Online-Ressource,"Kaja Mohideen, Rahul Mohideen Verfasser] ; [Weickert, Joachim [Akademischer Betreuer]",Efficient methods for inpainting-based image compression / Rahul Mohideen Kaja Mohideen ; Betreuer: Joachim Weickert,,,Saarbrücken : Saarländische Universitäts- und Landesbibliothek,2024,Online-Ressource,,,,,,eng,XA-DE-SL,,,,,,lizenzfrei,,,,,"25,O01"
004 Informatik,"URN:urn:nbn:de:hbz:465-20240809-145847-8, URL:http://nbn-resolving.de/urn:nbn:de:hbz:465-20240809-145847-8, URL:http://d-nb.info/133858796X/34, URL:https://duepublico2.uni-due.de/receive/duepublico_mods_00082233, IDN:133858796X",Online-Ressource,"Baumann, Peter Gabriel [Verfasser] ; Schramm, Dieter [Akademischer Betreuer]",Eine Methodik zur Kopplung räumlich verteilter realer und virtueller Prototypen / Peter Gabriel Baumann ; Betreuer: Dieter Schramm,,,Duisburg ; Essen : Universität Duisburg-Essen,2024,Online-Ressource,,,,,,ger,XA-DE-NW,,,,,,lizenzfrei,Echtzeitsimulation ; Netzwerksimulation ; Latenzzeit ; ARIMA-Modell ; Neuronales Netz,,,,"24,O09"
004 Informatik,"URN:urn:nbn:de:101:1-2406020140128.955018485889, URL:http://nbn-resolving.de/urn:nbn:de:101:1-2406020140128.955018485889, URL:http://d-nb.info/1331431387/34, URL:https://publications.rwth-aachen.de/record/986575, IDN:1331431387",Online-Ressource,"Siebes, Fabian [Verfasser] ; Brocker, Annabell [Verfasser] ; Schroeder, Ulrik [Akademischer Betreuer] ; Giesl, Jürgen [Akademischer Betreuer]","Entwicklung einer Datenstruktur zur Klassifizierung unterschiedlicher Übungsaufgaben-Elemente / Fabian Siebes, Annabell Brocker ; Ulrik Schroeder, Jürgen Giesl",,,Aachen : Universitätsbibliothek der RWTH Aachen,2024,Online-Ressource,,,,,,ger,XA-DE-NW,,,"Aachen : RWTH Aachen University, 2024",,,lizenzfrei,,,,,"24,O07"
004 Informatik,"URN:urn:nbn:de:bsz:93-opus-ds-142478, URL:http://nbn-resolving.de/urn:nbn:de:bsz:93-opus-ds-142478, URL:http://d-nb.info/1326996142/34, , IDN:1326996142",Online-Ressource,"Doderer, Marc [Verfasser]",Entwicklung eines Frameworks für die Lehre in der Theoretischen Informatik / Marc Doderer,,,Stuttgart : Universitätsbibliothek der Universität Stuttgart,2024,Online-Ressource,,,,,,ger,XA-DE-BW,,,,,,lizenzfrei,,,,,"24,O05"
020 Bibliotheks- und Informationswissenschaft,"URN:urn:nbn:de:bsz:180-madoc-673120, URL:http://nbn-resolving.de/urn:nbn:de:bsz:180-madoc-673120, URL:http://d-nb.info/1337115029/34, URL:https://madoc.bib.uni-mannheim.de/67312/, IDN:1337115029",Online-Ressource,"Heist, Nicolas [Verfasser] ; Paulheim, Heiko [Akademischer Betreuer]",Exploiting semi-structured information in Wikipedia for knowledge graph construction / Nicolas Heist ; Betreuer: Heiko Paulheim,,,Mannheim : Universitätsbibliothek Mannheim,2024,Online-Ressource,,,,,,eng,XA-DE-BW,,,,,,lizenzfrei,,,,,"24,O08"
004 Informatik,"URN:urn:nbn:de:kobv:11-110-18452/30581-5, URL:http://nbn-resolving.de/urn:nbn:de:kobv:11-110-18452/30581-5, URL:http://d-nb.info/1348676051/34, URL:http://edoc.hu-berlin.de/18452/30581, IDN:1348676051",Online-Ressource,"Kleest-Meißner, Sarah [Verfasser] ; Schweikardt, Nicole [Gutachter] ; Weidlich, Matthias [Gutachter] ; Martens, Wim [Gutachter]","Exploring the Complexity of Event Query Discovery / Sarah Kleest-Meißner ; Gutachter: Nicole Schweikardt, Matthias Weidlich, Wim Martens",,,Berlin : Humboldt-Universität zu Berlin,2024,Online-Ressource,,,,,,eng,XA-DE-BE,,,,,,lizenzfrei,,,,,"24,O12"
004 Informatik,"URN:urn:nbn:de:bsz:16-heidok-343032, URL:http://nbn-resolving.de/urn:nbn:de:bsz:16-heidok-343032, URL:http://d-nb.info/1317010779/34, URL:http://www.ub.uni-heidelberg.de/archiv/34303, IDN:1317010779",Online-Ressource,"Dann, Jonas [Verfasser] ; Fröning, Holger [Akademischer Betreuer]",FPGA-based Query Acceleration for Non-relational Databases / Jonas Christian Dann ; Betreuer: Holger Fröning,,,Heidelberg : Universitätsbibliothek Heidelberg,2024,Online-Ressource,,,,,,eng,XA-DE-BW,,,,,,lizenzfrei,Field programmable gate array ; Datenbank ; Graph,,,,"24,O02"
"000 Allgemeines, Wissenschaft","URN:urn:nbn:de:0307-20240502-009-8, URL:http://nbn-resolving.de/urn:nbn:de:0307-20240502-009-8, URL:http://d-nb.info/1331270707/34, URL:https://kartdok.staatsbibliothek-berlin.de/receive/kartdok_mods_00001055, IDN:1331270707",Online-Ressource,"Rieche, Theodor [Verfasser] ; Danke, Tabea [Verfasser] ; Hecht, Robert [Verfasser]","Gemeinsam Gebäudeinformationen erfassen im Citizen-Science-Projekt Colouring Dresden / Theodor Rieche, Tabea Danke, Robert Hecht",,,Berlin : KartDok - Repositorium Kartographie Staatsbibliothek zu Berlin - Preußischer Kulturbesitz - Kartenabteilung -,2024,Online-Ressource,,,,,,ger,XA-DE-BE,,,,,,lizenzfrei,Dresden ; Open Science ; Citizen Science ; Open Data,,,,"24,O06"
"910 Geografie, Reisen","URN:urn:nbn:de:bvb:91-diss-20240621-1738284-1-4, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss-20240621-1738284-1-4, URL:http://d-nb.info/1346765790/34, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss-20240621-1738284-1-4, IDN:1346765790",Online-Ressource,"Luo, Peng Verfasser] ; [Meng, Liqiu [Akademischer Betreuer] ; Meng, Liqiu [Gutachter] ; Mocnik, Franz-Benjamin [Gutachter] ; Liu, Yu [Gutachter]","Generalized spatial association modeling driven by the nature of geospatial data / Peng Luo ; Gutachter: Liqiu Meng, Franz-Benjamin Mocnik, Yu Liu ; Betreuer: Liqiu Meng",,,München : Universitätsbibliothek der TU München,2024,Online-Ressource,,,,,,eng,XA-DE-BY,,,,,,lizenzfrei,,,,,"24,O11"
"621.3 Elektrotechnik, Elektronik","URN:urn:nbn:de:gbv:084-2024031512065, URL:http://nbn-resolving.de/urn:nbn:de:gbv:084-2024031512065, URL:http://d-nb.info/1324087625/34, URL:https://leopard.tu-braunschweig.de/receive/dbbs_mods_00075924, IDN:1324087625",Online-Ressource,"Jia, Lei Verfasser] ; [Michalik, Harald [Akademischer Betreuer] ; Bereković, Mladen [Akademischer Betreuer]","Generic, Extensible Mass Memory Controller Architecture for Short-Term and Long-Term Storage in Space Applications / Lei Jia ; Harald Michalik, Mladen Berekovic",,,Braunschweig : Technische Universität Braunschweig,2024,"Online-Ressource, 223 Seiten",,,,,,eng,XA-DE-NI,,,,,,lizenzfrei,,,,,"24,O04"
020 Bibliotheks- und Informationswissenschaft,"URN:urn:nbn:de:0307-20240723-000-8, URL:http://nbn-resolving.de/urn:nbn:de:0307-20240723-000-8, URL:http://d-nb.info/1338377167/34, URL:https://kartdok.staatsbibliothek-berlin.de/receive/kartdok_mods_00001250, IDN:1338377167",Online-Ressource,"Koch, Cornelia Verfasser] ; [Jeske, Martin [Verfasser]","Geodaten in Bibliotheken : von der individuellen Projektbegleitung bis zum Nachweis in Bibliothekskatalogen ; [Poster] / Cornelia Koch, Martin Jeske",,,Berlin : KartDok - Repositorium Kartographie Staatsbibliothek zu Berlin - Preußischer Kulturbesitz - Kartenabteilung -,2024,Online-Ressource,,,,,,ger,XA-DE-BE,,,,,,lizenzfrei,Bibliothekskatalog ; Deutsche Forschungsgemeinschaft ; Fachbibliografie ; Fachinformationsdienst ; Raumdaten ; Geoinformation ; Karte ; Sammlung ; Kartografie ; Langzeitarchivierung ; Open Access ; Plakat ; Poster ; Veröffentlichung ; Recherche ; Repository &lt;Informatik>,,,,"24,O09"
"910 Geografie, Reisen","URN:urn:nbn:de:0307-20240513-007-8, URL:http://nbn-resolving.de/urn:nbn:de:0307-20240513-007-8, URL:http://d-nb.info/1331270413/34, URL:https://kartdok.staatsbibliothek-berlin.de/receive/kartdok_mods_00001083, IDN:1331270413",Online-Ressource,"Klitzschmüller, Jannik-Jörg [Verfasser]",GeographyForFuture : mit Geodaten Politik machen / Jannik-Jörg Klitzschmüller,,,Berlin : KartDok - Repositorium Kartographie Staatsbibliothek zu Berlin - Preußischer Kulturbesitz - Kartenabteilung -,2024,Online-Ressource,,,,,,ger,XA-DE-BE,,,,,,lizenzfrei,Open Source ; OpenStreetMap ; Raumdaten ; Karte ; Open Source ; Open Data ; Politik ; Informationsfreiheit ; Citizen Science,,,,"24,O06"
"610 Medizin, Gesundheit","URN:urn:nbn:de:hbz:466:2-52681, URL:http://nbn-resolving.de/urn:nbn:de:hbz:466:2-52681, URL:http://d-nb.info/1342291492/34, URL:https://digital.ub.uni-paderborn.de/urn/urn:nbn:de:hbz:466:2-52681, IDN:1342291492",Online-Ressource,"Ahmed, Abdullah Fathi Ahmed [Verfasser]",Geospatial link discovery with human in the loop / Abdullah Fathi Ahmed Ahmed,,,Paderborn : Universitätsbibliothek,2024,Online-Ressource,,,,,,eng,XA-DE-NW,,,,,,lizenzfrei,,,,,"24,O10"
"570 Biowissenschaften, Biologie","URN:urn:nbn:de:bvb:91-diss-20240812-1734671-1-8, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss-20240812-1734671-1-8, URL:http://d-nb.info/1343193745/34, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss-20240812-1734671-1-8, IDN:1343193745",Online-Ressource,"Köhler, Nikolai [Verfasser] ; Pauling, Josch Konstantin [Akademischer Betreuer] ; Pauling, Josch Konstantin [Gutachter] ; Hauschild, Anne-Christin [Gutachter] ; Frischmann, Dmitrij [Gutachter]","Graph-Based Methods for the Integration of Lipidome and Metabolome Data into the Omics-Landscape / Nikolai Köhler ; Gutachter: Josch Konstantin Pauling, Anne-Christin Hauschild, Dmitrij Frischmann ; Betreuer: Josch Konstantin Pauling",,,München : Universitätsbibliothek der TU München,2024,Online-Ressource,,,,,,eng,XA-DE-BY,,,,,,lizenzfrei,,,,,"24,O10"
500 Naturwissenschaften,"URN:urn:nbn:de:bsz:25-freidok-2556181, URL:http://nbn-resolving.de/urn:nbn:de:bsz:25-freidok-2556181, URL:http://d-nb.info/1337111244/34, URL:https://freidok.uni-freiburg.de/data/255618, IDN:1337111244",Online-Ressource,"Pauliuk, Stefan [Verfasser] ; Helbig, Christoph [Verfasser] ; Lupton, Richard Verfasser] ; [Pichler, Peter-Paul [Verfasser] ; Schulte, Simon [Verfasser] ; Stadler, Konstantin [Verfasser] ; Wang, Peng [Verfasser] ; Wiedenhofer, Dominik [Verfasser]",Guidelines and good practice examples for complete traceability of workflows and reproducibility of results in industrial ecology research,,,Freiburg : Universität,2024,Online-Ressource,,,,,,eng,XA-DE-BW,,,"Industrial Ecology Freiburg Working Papers ; 2024, 1",,,lizenzfrei,Open Science ; Open Data,,,,"24,O08"
"000 Allgemeines, Wissenschaft","URN:urn:nbn:de:kobv:188-refubium-42790-4, URL:http://nbn-resolving.de/urn:nbn:de:kobv:188-refubium-42790-4, URL:http://d-nb.info/1323806903/34, URL:https://refubium.fu-berlin.de/handle/fub188/42790, IDN:1323806903",Online-Ressource,"Anstötz, Britta [Verfasser] ; Weitner, Thomas [Verfasser]","Gute wissenschaftliche Praxis an der Freien Universität Berlin - Jahresbericht 2023 / Britta Anstötz, Thomas Weitner ; Freie Universität Berlin",,,Berlin : Freie Universität Berlin,2024,Online-Ressource,,,,,,ger,XA-DE-BE,,,Gute wissenschaftliche Praxis an der Freien Universität Berlin : Jahresbericht ; Berichtsjahr 2023,,,lizenzfrei,,,,,"24,O04"
004 Informatik,"URN:urn:nbn:de:gbv:ilm1-2024000328, URL:http://nbn-resolving.de/urn:nbn:de:gbv:ilm1-2024000328, URL:http://d-nb.info/1342740491/34, URL:https://www.db-thueringen.de/receive/dbt_mods_00062299, IDN:1342740491",Online-Ressource,"Lasch, Robert [Verfasser] ; Sattler, Kai-Uwe [Akademischer Betreuer] ; Lehner, Wolfgang [Akademischer Betreuer] ; Leis, Viktor [Akademischer Betreuer]","Heterogeneous memory technologies in database management systems / Robert Lasch ; Kai-Uwe Sattler, Wolfgang Lehner, Viktor Leis",,,Ilmenau : TU Ilmenau,2024,Online-Ressource,,,,,,eng,XA-DE-TH,,,,,,lizenzfrei,Datenspeicherung ; Datenbanksystem ; Datenbankverwaltung ; Effizienz,,,,"24,O10"
004 Informatik,"URN:urn:nbn:de:bvb:91-diss-20240410-1725856-1-8, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss-20240410-1725856-1-8, URL:http://d-nb.info/1327400359/34, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss-20240410-1725856-1-8, IDN:1327400359",Online-Ressource,"Durner, Dominik Verfasser] ; [Neumann, Thomas [Akademischer Betreuer] ; Neumann, Thomas [Gutachter] ; Leis, Viktor [Gutachter] ; Ailamaki, Anastasia [Gutachter]","High-Performance Query Processing in the Cloud / Dominik Durner ; Gutachter: Thomas Neumann, Viktor Leis, Anastasia Ailamaki ; Betreuer: Thomas Neumann",,,München : Universitätsbibliothek der TU München,2024,Online-Ressource,,,,,,eng,XA-DE-BY,,,,,,lizenzfrei,,,,,"24,O05"
004 Informatik,"URN:urn:nbn:de:gbv:104-20241018-00000-8, URL:http://nbn-resolving.de/urn:nbn:de:gbv:104-20241018-00000-8, URL:http://d-nb.info/1346764034/34, URL:https://dokumente.ub.tu-clausthal.de/receive/clausthal_mods_00002757, IDN:1346764034",Online-Ressource,"Hesselmann, Carsten Verfasser] ; [Müller, Jörg P. [Akademischer Betreuer]",Information privacy in the sharing economy : towards improving the transparency of data practices / Carsten Hesselmann ; Betreuer: Jörg P. Müller,,,Clausthal-Zellerfeld : Technische Universität Clausthal,2024,"Online-Ressource, 168 Seiten",,,,,,eng,XA-DE-NI,,,,,,lizenzfrei,,,,,"24,O11"
004 Informatik,"URN:urn:nbn:de:kobv:517-opus4-633615, URL:http://nbn-resolving.de/urn:nbn:de:kobv:517-opus4-633615, URL:http://d-nb.info/1328648583/34, URL:https://publishup.uni-potsdam.de/frontdoor/index/index/docId/63361, IDN:1328648583",Online-Ressource,"Halfpap, Stefan [Verfasser] ; Plattner, Hasso [Akademischer Betreuer] ; Jacobsen, Hans-Arno [Gutachter] ; Sattler, Kai-Uwe [Gutachter]","Integer linear programming-based heuristics for partially replicated database clusters and selecting indexes / Stefan Halfpap ; Gutachter: Hans-Arno Jacobsen, Kai-Uwe Sattler ; Betreuer: Hasso Plattner",,,Potsdam : Universität Potsdam,2024,Online-Ressource,,,,,,eng,XA-DE-BB,,,,,,lizenzfrei,,,,,"24,O06"
"910 Geografie, Reisen","URN:urn:nbn:de:101:1-2408140157283.988434826869, URL:http://nbn-resolving.de/urn:nbn:de:101:1-2408140157283.988434826869, URL:http://d-nb.info/1338882376/34, , IDN:1338882376",Online-Ressource,"Daneshfar, Maryam [Verfasser] ; Hartmann, Timo [Akademischer Betreuer] ; Hartmann, Timo [Gutachter] ; O’Donnell, James [Gutachter] ; Menzel, Karsten [Gutachter]","Integration of geospatial and environmental data to support building renovation / Maryam Daneshfar ; Gutachter: Timo Hartmann, James O’Donnell, Karsten Menzel ; Betreuer: Timo Hartmann",,,Berlin : Technische Universität Berlin,2024,Online-Ressource,,,,,,eng,XA-DE-BE,,,,,,lizenzfrei,,,,,"24,O09"
004 Informatik,"URN:urn:nbn:de:gbv:ma9:1-1981185920-1189219, URL:http://nbn-resolving.de/urn:nbn:de:gbv:ma9:1-1981185920-1189219, URL:http://d-nb.info/134676395X/34, , IDN:134676395X",Online-Ressource,"Glauer, Martin [Verfasser] ; Mossakowski, Till Gutachter] ; [Hastings, Janna [Gutachter]","Knowledge and learning : synergies between ontologies and machine learning / Martin Glauer ; Gutachter: Till Mossakowski, Janna Hastings",,,Magdeburg : Universitätsbibliothek Otto-von-Guericke-Universität,2024,Online-Ressource,,,,,,eng,XA-DE-ST,,,,,,lizenzfrei,,,,,"24,O11"
004 Informatik,"URN:urn:nbn:de:bvb:91-diss-20240229-1721532-1-6, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss-20240229-1721532-1-6, URL:http://d-nb.info/1328077225/34, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss-20240229-1721532-1-6, IDN:1328077225",Online-Ressource,"Farshad, Azade Verfasser] ; [Navab, Nassir [Akademischer Betreuer] ; Adeli, Ehsan Gutachter] ; Glocker, Ben [Gutachter] ; [Navab, Nassir [Gutachter]","Learning to Learn Neural Representations with Limited Data and Supervision / Azade Farshad ; Gutachter: Ehsan Adeli, Ben Glocker, Nassir Navab ; Betreuer: Nassir Navab",,,München : Universitätsbibliothek der TU München,2024,Online-Ressource,,,,,,eng,XA-DE-BY,,,,,,lizenzfrei,,,,,"24,O06"
004 Informatik,"URN:urn:nbn:de:bsz:15-qucosa2-907015, URL:http://nbn-resolving.de/urn:nbn:de:bsz:15-qucosa2-907015, URL:http://d-nb.info/132742293X/34, , IDN:132742293X",Online-Ressource,"Marx, Edgard [Verfasser]",LEVERAGING INFORMATION RETRIEVAL OVER LINKED DATA / Edgard Luiz Marx,,,Leipzig : Universitätsbibliothek Leipzig,2024,Online-Ressource,,,,,,eng,XA-DE-SN,,,,,,lizenzfrei,,,,,"24,O05"
720 Architektur,"URN:urn:nbn:de:101:1-2501250034456.980708637526, URL:http://nbn-resolving.de/urn:nbn:de:101:1-2501250034456.980708637526, URL:http://d-nb.info/135433681X/34, URL:https://publications.rwth-aachen.de/record/996510, IDN:135433681X",Online-Ressource,"Oraskari, Jyrki [Verfasser] ; Beetz, Jakob [Akademischer Betreuer] ; Brell-Cokcan, Sigrid [Akademischer Betreuer]","Linked building data management / Jyrki Tuure Oraskari ; Jakob Beetz, Sigrid Brell-Cokcan",,,Aachen : Universitätsbibliothek der RWTH Aachen,2024,Online-Ressource,,,,,,eng,XA-DE-NW,,,"Aachen : RWTH Aachen University, 2024",,,lizenzfrei,,,,,"25,O02"
004 Informatik,"URN:urn:nbn:de:bvb:91-diss-20240318-1725027-1-3, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss-20240318-1725027-1-3, URL:http://d-nb.info/1327400340/34, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss-20240318-1725027-1-3, IDN:1327400340",Online-Ressource,"Fent, Philipp [Verfasser] ; Neumann, Thomas [Akademischer Betreuer] ; Neumann, Thomas [Gutachter] ; Kemper, Alfons [Gutachter] ; Moerkotte, Guido [Gutachter]","Low Latency Query Planning and Processing in Database Systems / Philipp Fent ; Gutachter: Thomas Neumann, Alfons Kemper, Guido Moerkotte ; Betreuer: Thomas Neumann",,,München : Universitätsbibliothek der TU München,2024,Online-Ressource,,,,,,eng,XA-DE-BY,,,,,,lizenzfrei,,,,,"24,O05"
"610 Medizin, Gesundheit","URN:urn:nbn:de:gbv:841-20231218120, URL:http://nbn-resolving.de/urn:nbn:de:gbv:841-20231218120, URL:http://d-nb.info/131498599X/34, URL:https://www.zhb.uni-luebeck.de/epubs/ediss3009.pdf, IDN:131498599X",Online-Ressource,"Kock-Schopenhauer, Ann-Kristin [Verfasser] ; Ingenerf, Josef [Akademischer Betreuer] ; Bethge, Matthias [Akademischer Betreuer]","Metadaten-getriebene Datenintegration zur Verbesserung von Krankenversorgung und standortübergreifender Forschungsvorhaben / Ann-Kristin Kock-Schopenhauer ; Akademische Betreuer: Josef Ingenerf, Matthias Bethge",,,Lübeck : Zentrale Hochschulbibliothek Lübeck,2024,Online-Ressource,,,,,,ger,XA-DE-SH,,,,,,lizenzfrei,,,,,"24,O02"
510 Mathematik,"URN:urn:nbn:de:101:1-2412130328597.512075130664, URL:http://nbn-resolving.de/urn:nbn:de:101:1-2412130328597.512075130664, URL:http://d-nb.info/1350974102/34, URL:http://hdl.handle.net/2003/43171, IDN:1350974102",Online-Ressource,"Podworny, Susanne [Verfasser] ; Schreiter, Saskia [Verfasser] ; Frischemeier, Daniel [Verfasser]","Minisymposium 06: Data Science / Susanne Podworny, Saskia Schreiter, Daniel Frischemeier",,,Dortmund : Universitätsbibliothek Dortmund,2024,Online-Ressource,,,,,,ger,XA-DE-NW,,,,,,lizenzfrei,,,,,"25,O01"
004 Informatik,"URN:urn:nbn:de:bsz:14-qucosa2-905623, URL:http://nbn-resolving.de/urn:nbn:de:bsz:14-qucosa2-905623, URL:http://d-nb.info/1326365088/34, , IDN:1326365088",Online-Ressource,"Hildebrandt, Juliana Verfasser] ; [Lehner, Wolfgang [Gutachter] ; Klettke, Meike [Gutachter]","Model-based Integer Compression Schemes for In-Memory Query Processing / Juliana Hildebrandt ; Gutachter: Wolfgang Lehner, Meike Klettke",,,Dresden : Technische Universität Dresden,2024,Online-Ressource,,,,,,eng,XA-DE-SN,,,,,,lizenzfrei,,,,,"24,O05"
